cons_last_month,has_gas,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,pow_max,churn,duration
770,0,19.26,19.26,1,64.69,6,17.1,0,2557
5127,1,31.51,31.51,2,455.0,4,35.28,0,1601
41439,0,15.72,15.72,1,46.46,5,13.2,0,2192
0,0,14.64,14.64,1,5.33,3,10.392,0,1460
0,0,26.02,26.02,1,26.82,4,13.2,0,1837
0,0,31.64,31.64,1,15.0,6,13.856,0,2192
2301,1,24.51,24.51,3,347.83,4,23.1,0,1461
2189,0,6.72,6.72,1,303.39,3,20.0,0,1240
308,0,20.4,20.4,1,363.88,11,26.4,0,4018
352,0,20.36,20.36,1,55.72,6,12.5,0,2191
11539,0,13.53,13.53,1,5.86,3,15.1,0,1461
2916,1,16.8,16.8,4,121.55,3,13.164,0,1461
754,0,20.0,20.0,1,104.15,6,15.002,0,2557
97730,0,11.82,11.82,1,92.69,3,10.35,0,1461
983,0,25.18,25.18,1,48.38,4,11.0,0,1461
0,1,23.76,23.76,2,137.09,6,10.392,0,2192
1220,0,0.0,0.0,1,327.4,4,17.320999999999998,0,1827
704,0,22.31,22.31,1,108.71,5,16.5,0,1827
2370,0,15.24,15.24,1,223.45,5,19.8,0,1827
0,1,17.93,17.93,2,0.0,6,20.0,0,2557
530,0,25.56,25.56,1,28.0,4,13.856,0,1457
564,0,23.73,23.73,1,80.94,3,20.0,0,1500
2979,0,13.32,13.32,1,439.21,5,17.320999999999998,0,1827
0,0,15.72,15.72,1,82.86,4,13.2,0,1827
120,0,0.84,0.84,1,182.37,5,19.8,0,1973
2160,0,16.77,16.77,1,136.71,3,13.15,0,1461
0,0,31.2,31.2,1,324.23,3,13.856,0,1095
1658,0,29.91,29.91,1,186.73,6,16.5,0,2192
0,0,14.64,14.64,1,53.78,7,10.392,0,2557
1550,0,22.52,22.52,1,28.78,3,13.856,0,1160
1387,1,6.18,6.18,2,190.19,6,13.2,0,2557
0,0,14.57,14.57,1,34.73,5,10.35,0,1827
154,0,39.14,39.14,1,33.58,6,17.25,0,2192
3696,0,8.8,8.8,1,371.97,4,13.2,0,1888
0,0,34.51,34.51,1,112.77,3,10.39,0,1228
0,0,7.8,7.8,1,32.57,3,10.392,0,1476
0,1,10.16,10.16,2,55.48,4,13.5,0,1616
1932,1,5.64,5.64,3,188.08,6,29.7,0,2557
948,0,18.12,18.12,1,44.47,4,10.392,0,1827
1948,0,25.92,25.92,1,289.59,5,17.320999999999998,0,1826
1469,1,24.72,24.72,3,216.81,3,16.5,0,1095
0,1,15.72,15.72,2,81.08,6,13.2,0,2557
778,0,40.76,40.76,2,83.18,4,13.856,1,1485
188,0,7.8,7.8,1,25.71,6,10.392,0,2287
0,0,36.02,36.02,1,1763.02,3,22.17,0,1493
0,0,12.36,12.36,1,13.61,4,10.392,0,1827
255,1,44.0,44.0,2,45.3,4,26.4,0,1841
289924,1,26.7,26.7,2,648.96,4,13.0,0,1461
0,0,24.78,24.78,1,62.92,5,15.0,0,2192
1578,1,37.44,37.44,2,80.72,6,15.001,0,2557
1660,0,84.0,84.0,1,706.3,4,24.0,0,1474
4639,0,15.32,15.32,1,284.38,4,10.5,1,1461
0,0,7.29,7.29,1,31.12,3,13.8,0,1434
3100,0,30.0,30.0,1,360.98,8,20.0,0,2922
1292,0,25.92,25.92,1,105.13,4,10.35,0,1827
420,0,16.98,16.98,1,34.78,6,15.1,0,2557
3545,0,15.8,15.8,1,365.87,5,17.25,0,1827
0,0,3.9,3.9,1,188.29,9,10.392,0,3641
0,0,37.56,37.56,1,149.34,6,15.0,1,2415
1245,0,55.08,55.08,1,141.02,6,27.6,0,2218
7371,1,24.42,24.42,6,37.71,6,13.2,0,2192
0,0,23.4,23.4,1,201.24,6,10.392,0,2191
54281,0,24.51,24.51,1,467.28,6,14.5,0,2192
837,0,30.44,30.44,1,101.53,6,22.8,0,2557
0,0,19.2,19.2,1,25.75,6,10.392,0,2192
0,0,21.09,21.09,1,33.29,4,10.392,0,1827
2207,0,17.73,17.73,1,96.26,6,19.8,0,2417
3181,0,10.8,10.8,1,379.86,3,17.320999999999998,0,1461
32218,0,18.36,18.36,1,288.91,7,20.0,0,2556
873,0,10.08,10.08,1,56.84,3,10.392,0,1460
1020,0,16.12,16.12,1,56.33,3,10.35,0,1461
0,0,21.52,21.52,1,23.11,7,13.2,0,2557
0,0,21.34,21.34,1,149.74,6,10.392,0,2378
0,0,3.12,3.12,1,162.8,4,11.5,0,1827
14349,0,31.32,31.32,1,35.71,6,23.1,0,2192
164,1,23.65,23.65,4,40.25,5,10.35,0,1827
2049,0,19.68,19.68,1,443.44,5,31.5,0,1827
1399,0,18.72,18.72,1,83.85,6,13.2,0,2557
1274,0,19.2,19.2,1,24.26,3,10.39,0,1087
173,0,47.44,47.44,1,31.53,5,30.0,0,1827
172,0,22.95,22.95,1,229.69,4,13.856,0,1461
2033,0,33.92,33.92,1,216.24,12,37.0,0,4383
5142,1,16.56,16.56,2,174.61,6,26.4,1,2557
64204,0,26.73,26.73,1,0.87,6,13.2,0,2557
2470,0,8.88,8.88,1,435.68,5,26.4,0,2192
2068,0,6.6,6.6,1,260.91,6,19.8,0,2557
231,0,24.18,24.18,1,487.42,5,20.0,0,1827
0,0,14.64,14.64,1,29.91,6,10.392,0,2192
59796,0,27.96,27.96,1,476.76,6,28.0,0,2397
386468,1,3.3,3.3,2,206.1,4,17.25,0,1827
768,0,21.09,21.09,1,19.43,6,10.392,0,2557
309,0,5.84,5.84,1,46.94,4,27.713,0,1900
5241,0,14.7,14.7,1,122.42,4,13.85,0,1469
7368,0,30.23,30.23,1,670.12,6,63.0,0,2192
1395,0,16.52,16.52,1,159.93,6,33.0,0,2557
0,0,21.48,21.48,1,53.48,4,10.392,0,1671
0,0,17.13,17.13,1,78.64,3,10.392,0,1461
597,0,26.04,26.04,1,44.6,6,10.392,0,2557
1398,0,32.92,32.92,1,117.11,4,20.785,0,1461
0,1,18.62,18.62,2,64.62,5,13.2,0,1827
1114,0,17.64,17.64,1,95.99,6,13.8,0,2557
9337,0,80.43,80.43,1,992.81,4,90.0,1,1461
1603,0,99.0,99.0,1,851.77,4,28.3,0,1473
17433,0,0.0,0.0,1,46.95,4,10.35,0,1464
0,0,13.1,13.1,1,232.06,5,10.392,0,1827
717,0,17.45,17.45,1,143.48,4,13.856,0,1491
0,1,14.04,14.04,2,201.29,6,13.2,0,2557
0,0,21.34,21.34,1,174.86,4,10.392,0,1461
0,0,18.12,18.12,1,60.25,6,10.39,0,2557
0,0,15.72,15.72,1,42.93,5,13.2,0,2192
0,0,20.52,20.52,1,63.94,4,13.2,0,1827
0,0,28.25,28.25,1,99.14,6,12.375,0,2250
0,1,33.12,33.12,2,53.17,6,13.2,0,2557
709,0,25.83,25.83,1,129.69,4,14.0,0,1568
364,0,41.16,41.16,1,57.68,4,16.5,0,1827
50766,0,54.21,54.21,1,0.16,5,40.0,0,1826
289,0,18.54,18.54,1,43.01,4,16.5,0,1827
30637,0,34.02,34.02,1,436.91,4,49.5,0,1523
0,0,14.64,14.64,1,26.91,6,10.392,0,2192
6388,1,8.94,8.94,3,865.61,3,33.0,0,1461
0,1,33.12,33.12,3,107.08,4,13.2,0,1827
1660,0,21.0,21.0,1,223.57,3,19.8,0,1096
230072,1,21.12,21.12,2,564.12,6,10.26,0,2126
2082,0,11.95,11.95,1,217.62,3,13.856,0,1461
0,0,10.08,10.08,1,7.01,4,10.392,1,1827
0,0,19.2,19.2,1,86.68,4,10.392,0,1461
0,0,24.42,24.42,1,132.68,4,13.2,0,1461
174,0,35.28,35.28,1,73.16,4,17.3,1,1461
9834,0,56.56,56.56,1,24.96,3,27.71,0,1096
1182,0,23.76,23.76,1,111.18,6,10.392,0,2192
1412,0,19.28,19.28,1,209.9,3,13.2,0,1096
10681,0,19.28,19.28,1,255.49,6,10.392,0,2192
0,0,12.82,12.82,1,22.99,4,13.2,0,1827
377,0,43.95,43.95,1,37.26,6,24.24,0,2192
2743,0,23.85,23.85,1,70.75,6,15.3,0,2557
1795,0,22.21,22.21,1,245.32,4,16.4,0,1461
4723,0,0.84,0.84,1,251.51,6,19.8,0,2557
0,0,21.64,21.64,1,29.26,3,10.392,0,1461
1128,0,10.08,10.08,1,106.84,4,10.39,0,1827
1275,0,30.0,30.0,1,153.98,4,15.001,0,1460
0,0,21.9,21.9,1,140.22,4,13.2,0,1461
0,0,25.92,25.92,1,23.38,6,10.35,0,2223
245,0,19.2,19.2,1,19.35,5,10.392,0,1827
8525,1,15.72,15.72,2,120.86,6,13.2,0,2557
876,0,26.64,26.64,2,33.04,6,10.392,0,2262
456,1,34.68,34.68,2,48.81,6,13.856,0,2191
813,1,13.4,13.4,2,92.74,4,13.856,0,1827
0,1,29.76,29.76,2,602.57,6,13.2,0,2372
7447,0,19.72,19.72,1,445.75,6,41.0,0,2557
0,0,16.92,16.92,1,32.11,4,10.392,0,1461
0,0,29.52,29.52,1,59.56,6,11.78,0,2557
2523,1,27.15,27.15,4,110.26,11,15.001,1,4202
2664,0,39.6,39.6,1,336.41,6,26.4,0,2218
207,0,25.22,25.22,1,41.06,6,17.320999999999998,0,2557
2573,0,24.72,24.72,1,25.96,6,12.5,1,2557
0,0,10.08,10.08,1,56.48,4,10.392,0,1827
0,1,12.82,12.82,3,47.72,4,13.2,0,1578
0,0,12.98,12.98,1,548.7,4,15.0,0,1827
5785,1,21.63,21.63,2,815.67,4,31.5,0,1461
0,0,10.36,10.36,1,0.0,6,13.856,0,2557
149335,0,6.92,6.92,1,238.0,4,10.392,0,1788
106161,0,12.84,12.84,1,575.95,6,16.242,0,2192
657,0,25.92,25.92,1,38.46,6,10.35,0,2557
3191,0,9.6,9.6,1,175.15,4,14.49,0,1827
0,0,28.2,28.2,1,184.44,6,12.5,0,2114
333,0,61.8,61.8,1,39.79,6,39.6,0,2557
1102,0,31.64,31.64,1,78.61,6,13.856,0,2192
0,0,23.86,23.86,1,25.9,4,12.1,0,1827
44,0,12.82,12.82,1,2.42,5,13.2,0,2192
352,0,21.09,21.09,1,24.68,6,10.392,0,2557
479030,1,9.2,9.2,2,277.08,5,13.856,0,2192
0,0,30.22,30.22,1,33.22,5,13.2,0,1827
633,0,31.2,31.2,1,118.1,4,27.713,0,1827
916,1,19.42,19.42,2,62.48,4,12.5,0,1827
61885,0,51.72,51.72,1,167.51,6,34.5,0,2262
102,1,31.64,31.64,2,28.79,6,13.856,0,2192
757,0,20.2,20.2,1,132.12,6,13.856,0,2192
0,0,34.68,34.68,1,20.23,4,13.856,0,1827
1496,1,18.12,18.12,2,207.23,4,19.8,0,1461
906,1,12.14,12.14,2,11.86,6,12.5,0,2557
59,0,7.8,7.8,1,11.94,6,10.392,0,2300
1561,0,39.96,39.96,1,162.75,5,20.0,0,1854
3086,0,24.72,24.72,1,229.58,9,16.5,0,3605
4540,0,22.89,22.89,1,71.8,4,13.856,0,1827
0,0,15.12,15.12,1,95.45,6,13.2,0,2557
297,0,13.76,13.76,1,563.34,5,17.9,0,1827
682,0,31.64,31.64,1,29.68,6,13.856,0,2250
3230,0,14.64,14.64,1,40.63,7,10.392,0,2557
1221,1,14.04,14.04,4,105.4,6,13.2,0,2557
9,0,6.92,6.92,1,263.48,4,10.392,0,1603
0,0,12.36,12.36,1,20.14,6,10.392,0,2557
1439,1,16.44,16.44,2,86.15,3,13.856,0,1461
723,0,34.68,34.68,1,140.0,3,13.856,1,1095
15239,0,19.18,19.18,1,209.42,6,10.35,0,2192
943,0,17.16,17.16,1,92.34,4,15.0,0,1827
2402,0,68.02,68.02,2,41.21,4,30.0,0,1461
0,0,26.73,26.73,1,36.07,4,13.2,0,1827
0,0,24.42,24.42,1,79.93,5,13.2,0,1827
0,0,39.75,39.75,2,122.55,4,13.856,0,1604
0,0,29.64,29.64,1,111.37,4,13.164,0,1827
0,1,11.04,11.04,3,253.78,4,10.392,0,1827
215,1,18.62,18.62,4,76.95,7,13.2,0,2612
321,1,15.42,15.42,2,53.36,4,13.0,0,1496
0,0,21.34,21.34,1,188.55,4,10.392,0,1461
7264,0,55.48,55.48,1,291.56,6,41.0,0,2192
2370,0,13.26,13.26,1,78.22,6,10.392,0,2609
496,0,37.56,37.56,1,69.94,6,15.0,0,2208
862,1,21.32,21.32,3,97.5,5,16.0,0,2192
0,1,11.16,11.16,2,102.61,6,11.5,0,2557
0,1,10.08,10.08,2,64.71,4,10.392,0,1766
0,0,25.92,25.92,1,206.03,5,17.320999999999998,0,1983
286,0,30.26,30.26,1,41.11,4,20.785,0,1827
58593,0,49.8,49.8,1,253.49,5,33.251999999999995,0,1826
873,0,22.31,22.31,2,11.23,6,16.5,0,2192
0,0,28.5,28.5,1,55.76,5,13.8,0,1827
925,1,29.56,29.56,2,5.24,6,15.0,0,2557
665,0,15.72,15.72,1,17.9,6,13.2,0,2557
0,0,27.14,27.14,1,156.28,6,13.2,1,2557
109,0,49.32,49.32,1,14.3,4,19.745,0,1827
109,0,13.1,13.1,1,153.16,3,10.392,0,1096
0,0,18.62,18.62,1,110.5,7,13.2,0,2557
586,0,30.22,30.22,1,61.75,4,13.2,0,1461
68981,1,11.95,11.95,2,390.88,3,13.856,0,1461
0,0,19.11,19.11,1,67.81,3,10.35,0,1096
36217,0,25.68,25.68,1,659.51,6,11.4,0,2206
898,0,43.95,43.95,1,7.92,4,24.249,0,1461
0,0,12.72,12.72,1,64.93,3,13.15,0,1376
0,0,94.19,94.19,1,7.03,5,41.5,1,1885
354,0,22.46,22.46,1,28.75,4,11.4,0,1827
104,0,25.84,25.84,1,5.01,3,12.5,0,1164
1377,0,15.78,15.78,1,115.52,4,13.856,0,1827
1113,0,25.64,25.64,2,59.49,4,10.392,0,1702
951,0,2.08,2.08,1,134.92,5,16.44,0,2192
11419,1,1.74,1.74,2,852.05,3,26.4,0,1460
0,1,27.32,27.32,2,72.12,5,13.2,0,1827
2839,0,21.27,21.27,1,417.6,6,20.0,0,2192
967,0,21.78,21.78,1,65.99,6,13.2,0,2557
6836,0,120.7,120.7,1,196.1,4,100.0,0,1461
0,1,24.2,24.2,2,42.26,3,13.856,0,1460
264,0,32.65,32.65,2,20.77,6,12.5,0,2354
566,0,49.44,49.44,1,72.12,5,19.8,0,1826
1803,0,9.89,9.89,1,402.46,10,20.7,0,4018
0,0,4.44,4.44,1,132.36,6,34.641,0,2557
0,1,10.36,10.36,2,0.0,4,13.85,0,1827
8594,0,29.64,29.64,1,532.02,6,19.8,0,2191
1844,0,22.56,22.56,1,162.4,10,47.0,0,4018
6088,0,19.28,19.28,1,198.37,6,13.2,0,2192
386468,1,6.45,6.45,2,270.99,4,13.85,0,1827
0,0,23.4,23.4,1,234.96,6,10.392,0,2191
0,0,10.08,10.08,1,2.04,4,10.39,0,1827
1372,0,33.48,33.48,1,164.05,4,23.3,0,1461
1554,0,53.49,53.49,1,182.76,3,10.392,1,1408
251,0,23.04,23.04,1,43.46,6,13.2,0,2557
241,0,41.56,41.56,1,29.63,6,20.785,0,2557
1527,1,14.68,14.68,2,189.31,6,16.0,0,2192
121,0,31.26,31.26,1,17.69,5,17.25,0,1827
509826,1,1.14,1.14,2,651.58,5,17.5,0,2192
0,0,26.04,26.04,1,51.77,6,10.392,0,2223
237044,0,17.13,17.13,1,179.03,6,10.35,0,2192
237044,0,24.0,24.0,1,452.75,6,14.5,0,2192
9308,0,54.88,54.88,1,718.48,9,60.0,0,3266
204152,0,29.64,29.64,1,270.37,4,13.164,0,1827
12541,0,2.54,2.54,1,147.77,4,19.92,0,1767
0,0,6.45,6.45,1,134.69,6,13.856,0,2557
0,0,23.92,23.92,1,0.0,4,11.5,1,1827
4057,0,28.76,28.76,1,36.42,6,13.856,0,2555
1340,0,14.53,14.53,1,114.95,4,15.0,0,1827
1128,0,26.22,26.22,1,174.24,3,30.0,0,1461
2253,0,4.86,4.86,1,165.11,3,10.392,0,1461
0,0,8.8,8.8,1,183.95,4,13.2,0,1827
0,0,20.52,20.52,1,45.27,6,13.2,0,2557
2721,0,15.5,15.5,1,48.29,4,17.25,0,1827
9033,0,11.22,11.22,1,517.29,7,30.0,0,2922
0,0,34.68,34.68,1,4.34,5,13.856,0,2192
124052,0,15.08,15.08,1,299.04,6,10.35,0,2192
0,0,0.0,0.0,3,0.0,8,23.1,0,3105
0,0,9.919999999999993,9.919999999999993,1,32.99,6,13.2,0,2557
422,0,36.21,36.21,1,60.63,4,20.0,0,1633
608,0,21.48,21.48,1,52.87,7,10.392,0,2480
0,0,33.12,33.12,1,113.28,4,13.2,0,1827
605,1,20.97,20.97,3,12.53,6,10.35,0,2557
8,0,11.52,11.52,1,179.13,6,18.4,1,2557
91782,0,8.88,8.88,1,186.79,4,13.32,1,1827
2481,0,14.04,14.04,1,137.03,6,13.2,0,2557
1117,0,17.67,17.67,1,80.77,6,13.856,0,2557
222684,0,19.86,19.86,1,361.22,6,12.0,0,2192
466,0,11.24,11.24,1,70.39,5,15.0,0,2192
2748,0,62.88,62.88,1,301.36,4,42.0,0,1462
0,0,35.85,35.85,1,76.1,6,19.8,0,2192
39003,0,11.64,11.64,1,980.8,3,20.0,0,1096
5226,0,5.48,5.48,1,230.72,3,16.425,1,1459
2076,0,60.9,60.9,1,363.41,5,45.0,0,1827
0,1,6.18,6.18,2,306.06,3,13.2,0,1461
2385,0,23.7,23.7,1,15.52,5,11.7,0,2192
0,0,27.44,27.44,1,85.79,4,17.32,0,1461
2019,0,34.95,34.95,1,242.45,3,32.9,0,1096
0,0,14.64,14.64,1,30.28,5,10.392,0,1827
502,0,32.2,32.2,1,97.9,6,23.8,0,2192
0,0,21.09,21.09,1,30.44,3,10.392,0,1402
15286,0,23.28,23.28,1,422.88,3,10.35,0,1461
1088,0,16.44,16.44,1,87.94,4,13.856,0,1827
5634,0,14.64,14.64,2,43.16,4,10.392,0,1491
1319,0,123.72,123.72,2,33.64,8,49.53,0,2918
0,0,31.32,31.32,1,59.8,6,12.5,0,2191
2296,0,16.08,16.08,1,108.88,6,11.0,1,2192
206,0,11.06,11.06,1,13.94,6,11.4,0,2557
118048,0,21.9,21.9,1,573.41,6,13.2,0,2436
0,1,36.48,36.48,3,56.79,4,10.392,0,1485
4484,0,14.7,14.7,1,235.01,4,13.856,1,1553
3858,0,46.8,46.8,1,33.11,4,25.0,0,1827
17347,0,37.44,37.44,1,37.96,5,15.01,0,2192
1071,0,35.38,35.38,1,112.76,5,17.32,0,1827
0,1,10.08,10.08,2,62.63,4,10.392,0,1827
1124,0,15.93,15.93,1,85.87,4,12.5,0,1827
3023,0,116.79,116.79,1,447.8,4,110.0,1,1461
49431,0,4.86,4.86,1,849.28,3,10.392,0,1461
1333,0,11.04,11.04,1,119.47,5,10.392,0,2192
0,0,14.56,14.56,1,148.58,3,13.2,0,1461
1208,0,18.18,18.18,1,214.01,6,15.1,0,2192
2606,0,23.04,23.04,1,68.56,6,13.2,0,2557
638,0,10.0,10.0,1,78.48,3,15.001,0,1311
7509,1,18.54,18.54,10,86.55,6,16.5,0,2557
0,0,19.48,19.48,1,41.95,5,13.856,0,1827
3348,0,12.54,12.54,1,464.46,3,20.0,0,1461
0,0,23.31,23.31,1,34.56,6,11.5,0,2557
2387,0,26.7,26.7,1,356.91,12,22.1,0,4383
2787,1,16.66,16.66,2,300.71,6,13.2,0,2191
0,1,17.16,17.16,2,80.27,6,15.0,0,2557
0,0,34.68,34.68,1,9.8,6,13.856,0,2191
1726,0,18.62,18.62,1,33.07,6,13.2,0,2192
15481,1,34.44,34.44,3,121.41,4,17.25,1,1528
0,0,18.12,18.12,1,74.8,6,10.392,1,2557
0,0,23.28,23.28,1,161.52,3,10.35,0,1461
3072,0,4.86,4.86,1,173.55,3,10.392,0,1376
0,0,25.7,25.7,1,418.89,6,13.856,0,2192
2571,1,27.14,27.14,2,193.01,3,13.2,0,1019
267,0,22.52,22.52,1,32.1,5,13.856,0,1841
1394,0,14.64,14.64,1,96.86,4,10.392,0,1466
9555,1,0.64,0.64,2,508.51,4,15.001,1,1826
365,0,0.0,0.0,1,100.09,4,11.4,1,1435
0,0,16.8,16.8,1,115.35,4,13.856,0,1827
16527,0,1.86,1.86,1,220.01,3,41.5,0,1461
0,0,27.32,27.32,1,57.31,6,13.2,0,2192
227,0,20.54,20.54,1,26.8,4,10.392,0,1693
386468,1,36.36,36.36,2,262.04,4,24.249,0,1461
745,0,10.08,10.08,1,33.99,4,10.392,1,1827
573,0,33.84,33.84,1,185.26,3,10.392,0,1448
6538,0,19.24,19.24,2,216.66,4,21.0,0,1461
436,0,74.16,74.16,1,50.39,6,29.7,1,2219
2288,0,7.68,7.68,1,107.62,6,11.5,0,2557
0,1,18.94,18.94,3,276.95,4,15.0,0,1461
7167,0,14.93,14.93,1,559.91,3,31.177,1,1096
4215,0,3.72,3.72,1,516.54,5,19.8,0,2192
34775,1,14.04,14.04,2,741.87,6,13.2,0,2557
1299,0,30.22,30.22,1,78.02,6,13.2,0,2192
0,0,23.76,23.76,1,51.3,6,10.392,0,2192
0,0,26.54,26.54,2,14.56,6,10.392,0,2370
423,0,26.02,26.02,1,35.61,3,13.2,0,1461
0,0,3.56,3.56,1,129.2,3,13.2,0,1461
2551,0,20.82,20.82,1,84.61,4,20.0,0,1827
1864,0,59.88,59.88,1,345.39,8,40.0,0,2922
0,0,21.36,21.36,1,136.75,6,11.5,0,2192
79977,0,3.54,3.54,1,723.85,4,13.15,1,1827
0,0,26.04,26.04,1,100.4,3,10.392,1,1499
0,0,8.95999999999999,8.95999999999999,2,103.97,4,12.0,0,1609
0,0,13.4,13.4,1,2.75,5,13.86,0,2192
50793,1,0.0,0.0,2,238.62,5,16.5,0,1826
524,1,43.32,43.32,2,53.23,4,17.32,0,1827
0,0,3.7,3.7,1,147.2,6,13.856,0,2557
0,0,0.36,0.36,1,75.97,8,160.0,0,3105
55245,0,103.68,103.68,1,91.28,6,41.5,0,2250
2051,1,47.44,47.44,3,115.34,6,17.25,0,2327
1492,0,19.48,19.48,1,43.5,6,13.85,0,2192
0,0,12.82,12.82,1,71.89,6,13.2,0,2557
2278,0,33.12,33.12,1,44.29,6,13.2,0,2557
0,0,21.38,21.38,1,10.54,6,10.35,0,2192
17845,0,8.8,8.8,1,190.0,10,13.2,0,4018
0,0,2.8,2.8,1,198.92,4,10.392,0,1827
1481,0,21.48,21.48,1,132.43,3,10.39,0,1096
3514,1,23.52,23.52,2,250.05,5,11.42,0,2209
8868,0,5.19,5.19,1,860.31,5,80.0,0,2192
847,0,25.84,25.84,1,42.68,4,12.5,0,1461
0,0,27.28,27.28,1,32.9,4,13.856,0,1827
172,0,31.64,31.64,1,15.1,3,13.856,0,1096
5081,0,41.16,41.16,1,69.86,12,16.5,0,4383
3882,0,12.98,12.98,1,264.77,5,15.0,0,2192
19247,0,4.95,4.95,1,132.52,4,10.52,0,1827
0,0,22.89,22.89,1,96.19,5,13.856,0,2192
106161,0,26.88,26.88,1,199.95,6,14.5,0,2192
320,0,21.44,21.44,1,104.28,3,13.164,0,1096
81056,0,11.16,11.16,1,453.45,6,16.237000000000002,0,2317
2500,1,22.86,22.86,2,169.76,5,13.8,0,1827
0,0,32.91,32.91,1,346.49,3,31.0,0,1096
4851,0,20.26,20.26,1,331.81,5,15.001,0,1699
54281,0,15.0,15.0,1,944.49,6,25.726,0,2192
846,0,17.82,17.82,1,32.54,3,15.0,0,1461
2781,0,21.6,21.6,1,300.86,3,34.5,0,1461
1156,0,4.04,4.04,1,167.64,3,15.0,0,1461
1130,0,17.16,17.16,1,105.73,6,14.49,0,2557
7432,1,15.8,15.8,2,312.48,4,17.25,0,1653
0,1,21.52,21.52,2,69.11,4,13.2,0,1522
145,1,25.02,25.02,2,11.22,6,12.375,0,2557
577,0,24.62,24.62,1,29.3,6,12.5,0,2557
3047,0,16.59,16.59,1,339.78,6,13.15,0,2192
221,0,20.54,20.54,1,13.11,4,10.392,0,1827
297614,1,13.03,13.03,2,159.83,4,10.35,0,1461
0,0,14.22,14.22,1,88.23,5,12.5,0,2192
0,0,14.7,14.7,2,213.32,6,13.856,0,2557
47,0,8.28,8.28,1,137.06,11,16.5,0,4383
588,0,58.2,58.2,1,64.69,4,23.3,1,1463
730,0,25.56,25.56,1,44.77,4,13.856,0,1577
0,0,8.8,8.8,1,137.5,6,13.2,0,2557
1258,0,31.2,31.2,1,186.44,3,13.86,0,1095
463,0,27.12,27.12,1,78.38,4,13.15,0,1461
2395,0,20.4,20.4,1,273.0,11,26.4,0,4018
17536,1,20.62,20.62,2,580.0,12,26.15,0,4383
0,0,28.45,28.45,1,110.74,6,13.856,0,2192
0,0,9.919999999999993,9.919999999999993,1,77.18,5,13.2,0,2192
0,0,8.8,8.8,1,254.05,6,13.2,0,2557
794,0,24.4,24.4,1,37.45,6,15.0,0,2192
0,0,12.3,12.3,1,36.36,6,10.35,0,2557
6900,0,15.36,15.36,1,748.18,4,26.3,0,1461
1333,0,28.6,28.6,1,112.4,6,13.856,0,2192
0,0,9.2,9.2,1,111.58,6,13.856,0,2557
0,0,20.54,20.54,1,23.59,4,10.392,0,1827
476,1,14.64,14.64,3,23.03,6,10.392,0,2192
0,1,26.04,26.04,2,35.95,4,10.392,0,1827
3134,0,18.62,18.62,1,0.05,5,13.2,0,1827
0,0,22.89,22.89,1,111.51,4,13.856,0,1827
0,0,19.56,19.56,1,99.45,4,13.856,0,1825
2526,0,44.58,44.58,1,331.04,3,42.0,0,1096
620,0,25.56,25.56,1,44.81,7,13.856,0,2557
1727,0,11.06,11.06,1,337.64,3,23.0,0,1461
2234,0,23.4,23.4,1,207.37,4,17.3,1,1772
592,0,30.22,30.22,1,54.43,4,13.2,0,1461
0,0,21.48,21.48,1,25.18,4,10.392,0,1461
1713,0,23.76,23.76,1,10.68,9,11.4,0,3640
0,0,15.78,15.78,1,82.91,3,13.856,0,1461
1176,0,30.22,30.22,1,21.73,3,13.2,0,1096
923,0,33.12,33.12,1,50.36,6,13.2,0,2557
0,0,26.04,26.04,1,26.54,6,10.392,1,2557
0,1,15.08,15.08,2,129.32,6,10.35,0,2191
0,1,21.78,21.78,3,82.64,5,13.2,0,2192
3219,0,1.94,1.94,1,269.21,3,43.0,0,1461
3713,0,6.6,6.6,1,484.75,4,19.8,0,1827
1001,0,17.73,17.73,1,103.81,6,19.8,0,2557
660,0,14.26,14.26,1,114.87,9,11.4,0,3640
1041,0,0.12,0.12,1,449.8,10,36.0,0,4018
2207,1,33.0,33.0,2,212.01,4,22.0,1,1558
5128,0,6.24,6.24,1,537.72,4,13.32,0,1630
0,0,19.11,19.11,1,59.43,7,10.35,0,2557
0,0,28.58,28.58,1,27.79,4,12.5,0,1461
90,1,33.12,33.12,2,109.68,6,13.2,0,2557
0,0,29.76,29.76,1,202.38,5,13.2,0,2008
154,1,23.76,23.76,2,31.06,6,10.392,0,2192
3710,0,25.32,25.32,1,10.39,4,16.0,0,1461
2689,0,0.7999999999999989,0.7999999999999989,1,299.25,4,17.25,0,1827
20268,0,17.82,17.82,1,99.45,6,15.001,0,2557
0,0,17.16,17.16,1,73.23,6,16.5,0,2557
0,0,19.2,19.2,1,211.38,6,13.15,1,2192
0,0,22.52,22.52,1,35.38,5,13.856,0,2068
375,0,20.29,20.29,1,70.29,4,15.01,0,1461
0,0,11.04,11.04,1,142.32,3,10.39,0,1461
1026,1,15.72,15.72,3,101.46,3,13.2,0,1461
2241,0,24.63,24.63,1,112.67,6,13.856,0,2627
8126,0,27.03,27.03,2,216.63,6,13.15,0,2192
363,0,4.41,4.41,1,305.23,5,23.1,0,2225
0,0,22.02,22.02,1,174.07,4,15.32,1,1461
3585,0,27.14,27.14,1,187.8,6,13.2,0,2192
3498,0,18.08,18.08,1,781.03,5,31.0,0,1827
